trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-07-21 12:28:33,6303719358062447,fraud_Nader-Gaylord,gas_transport,133.24,Elizabeth,Williams,M,6063 Garcia St,San Jose,CA,90116,27.0242,-105.0365,1021795,Writer,1939-07-21,7d5c2404fd,1563692313,26.8653,-104.8742,0
2019-07-16 08:49:04,4685674988496779,fraud_Bauch-Goldner,grocery_net,50.81,Michael,Johnson,M,8393 Davis St,New York,NY,72249,34.9204,-99.4447,8336817,Teacher,1942-07-16,36dc1c3679,1563247144,34.7952,-99.2824,0
2019-05-19 20:01:29,7222179826864318,fraud_Glover-Hansen,shopping_pos,68.15,Patricia,Smith,M,9461 Wilson St,Jacksonville,FL,17721,34.3795,-109.3757,911507,Accountant,1976-05-19,c02e13a282,1558276289,34.323,-109.5713,0
2019-06-12 07:19:03,6115183292430550,fraud_Nader-Gaylord,personal_care,4.76,Elizabeth,Rodriguez,F,2635 Smith St,San Diego,CA,63956,27.0918,-85.2138,1423851,Accountant,1945-06-12,7ff99c94df,1560304143,27.0529,-85.2382,0
2019-07-31 01:35:24,6424012884127840,fraud_Adams-Frazier,health_fitness,81.79,Michael,Davis,M,3485 Miller St,Philadelphia,PA,27797,33.5804,-88.1837,1584064,Artist,1981-07-31,2f907fcb7b,1564517124,33.7091,-88.3615,0
2020-05-31 21:29:25,7377303088250932,fraud_Ledner-Goodwin,health_fitness,10.23,Jennifer,Wilson,M,927 Brown St,Phoenix,AZ,58119,35.7243,-105.0771,1680992,Developer,1938-06-01,9b9db7a39d,1590940765,35.6995,-104.9612,0
2019-05-01 07:30:52,1482053467510285,fraud_Kuhn-Goldner,misc_pos,20.16,Barbara,Smith,F,1458 Wilson St,San Jose,CA,73247,36.1734,-109.6086,1021795,Teacher,1943-05-01,7b00024143,1556676052,36.0545,-109.6241,0
2020-11-07 17:42:15,6580974156567233,"fraud_Haley, Jewess and Bechtelar",grocery_net,65.07,David,Davis,F,6734 Jones St,Houston,TX,69821,27.5421,-74.7293,2320268,Artist,1940-11-07,d485655a6a,1604751135,27.4349,-74.585,0
2019-03-31 19:04:08,2373033802429556,fraud_Adams-Frazier,food_dining,170.73,William,Johnson,M,1758 Brown St,Jacksonville,FL,48649,28.0921,-98.9772,911507,Doctor,1963-03-31,df6f374ea7,1554039248,28.1689,-99.0888,0
2019-02-28 06:51:07,5485019091860055,fraud_Kuhn-Goldner,home,49.21,Michael,Brown,M,2477 Williams St,New York,NY,80940,29.918,-86.6493,8336817,Manager,1981-02-28,75456caac6,1551316867,30.0519,-86.4641,0
2020-01-11 16:07:04,7613602462536029,fraud_Kunde-Reinger,shopping_net,69.4,Barbara,Rodriguez,M,8692 Williams St,Austin,TX,72260,38.7865,-96.0346,978908,Manager,1941-01-11,84cab8759f,1578739024,38.651,-96.1284,0
2020-03-20 20:22:01,1344465238639985,fraud_Kling-Simonis,shopping_pos,5.32,Elizabeth,Williams,M,1765 Davis St,Phoenix,AZ,52932,35.4012,-107.6287,1680992,Accountant,1960-03-20,7beb90fa6d,1584715921,35.4982,-107.5525,0
2020-10-03 10:46:11,5617744486065925,fraud_Glover-Hansen,personal_care,61.92,Michael,Wilson,F,2267 Jones St,New York,NY,69291,38.915,-89.5266,8336817,Nurse,1983-10-04,55292eee0c,1601702171,38.7487,-89.335,0
2019-08-14 14:49:45,6453721895313055,fraud_Cruickshank-Mills,grocery_pos,152.22,Elizabeth,Rodriguez,F,5516 Garcia St,Dallas,TX,20275,41.6494,-81.3379,1343573,Nurse,1951-08-14,3330f697b7,1565774385,41.8049,-81.5107,0
2019-01-15 13:05:44,8188741714993801,fraud_Kozey-McGlynn,misc_net,27.21,Robert,Williams,M,2342 Brown St,New York,NY,56106,37.1096,-98.2181,8336817,Salesperson,1947-01-15,97cf0bfb37,1547537744,37.2873,-98.3919,0
2020-03-09 18:53:05,7425821525374666,"fraud_Rempel, Gohan and Kertzmann",travel,27.0,Michael,Johnson,F,5924 Wilson St,Jacksonville,FL,47068,27.8835,-86.2767,911507,Manager,1963-03-10,a63e18475e,1583760185,27.9902,-86.3542,0
2020-01-19 08:38:08,2952156195766182,fraud_Bernhard Inc,misc_net,14.33,David,Smith,F,7023 Johnson St,Austin,TX,96421,43.4669,-79.5081,978908,Doctor,1951-01-19,63b78698b3,1579403288,43.6011,-79.3339,0
2020-03-23 00:04:56,3871029819030128,"fraud_Rempel, Gohan and Kertzmann",kids_pets,109.54,David,Brown,M,8363 Rodriguez St,Philadelphia,PA,47432,25.7086,-74.3245,1584064,Engineer,1955-03-24,274c3c98f8,1584902096,25.5656,-74.2871,0
2019-12-21 12:34:47,2849957299604553,fraud_Bernhard Inc,grocery_pos,64.72,William,Johnson,M,5493 Davis St,Chicago,IL,46499,37.3971,-98.5431,2693012,Doctor,1960-12-21,3fa60695d4,1576911887,37.3059,-98.4088,0
2020-08-11 08:33:49,4191480970234483,fraud_Emard-Ullrich,food_dining,18.11,John,Rodriguez,F,519 Garcia St,Dallas,TX,25202,46.6471,-115.6498,1343573,Engineer,1936-08-11,2744d6f1b8,1597115029,46.6273,-115.4967,0
2019-03-26 19:06:59,9900920096068214,fraud_Kuhn-Goldner,gas_transport,12.25,Mary,Rodriguez,F,4277 Miller St,San Jose,CA,15940,32.3684,-89.2291,1021795,Artist,1986-03-26,32d25d4bf5,1553607419,34.4101,-87.2576,0
2020-11-27 10:45:41,3233851652186728,fraud_Adams-Frazier,personal_care,186.33,Patricia,Johnson,M,5404 Miller St,Austin,TX,25228,39.2053,-103.191,978908,Nurse,1944-11-27,e627b5d36e,1606454141,39.2997,-103.3097,0
2019-07-06 09:02:36,1845344689657458,fraud_Kuhn-Goldner,food_dining,35.81,Barbara,Brown,F,8961 Rodriguez St,Los Angeles,CA,20461,42.7839,-83.2112,3979576,Engineer,1968-07-06,b2b8c08183,1562383956,42.9242,-83.1329,0
2020-03-14 17:55:25,4453227616654402,fraud_Bernhard Inc,personal_care,9.92,Robert,Miller,F,730 Wilson St,Philadelphia,PA,66593,37.9372,-77.7729,1584064,Developer,1947-03-15,5c68348820,1584188725,38.0413,-77.8761,0
2019-03-20 04:16:06,5902555100982478,fraud_Ledner-Goodwin,grocery_pos,1.81,Jennifer,Garcia,M,9192 Garcia St,Phoenix,AZ,72473,25.365,-80.1823,1680992,Developer,1976-03-20,38af0bdd79,1553035566,25.3102,-80.2218,0
2019-04-02 15:43:34,1657770478896521,"fraud_Rempel, Gohan and Kertzmann",health_fitness,36.87,Patricia,Miller,F,770 Miller St,Los Angeles,CA,28668,47.7414,-111.4439,3979576,Engineer,1973-04-02,1c3f0a620a,1554200014,47.8644,-111.5311,0
2019-11-20 10:02:09,4473433283820146,fraud_Bauch-Goldner,food_dining,142.68,Elizabeth,Davis,M,4323 Miller St,Los Angeles,CA,33903,46.1054,-101.9179,3979576,Writer,1971-11-20,cfe04c8c0d,1574224329,46.1843,-101.7876,0
2020-12-22 19:59:14,1023645451596869,fraud_Glover-Hansen,health_fitness,39.92,John,Rodriguez,M,7877 Garcia St,Jacksonville,FL,69354,30.314,-82.6976,911507,Doctor,1994-12-23,2072ce3e40,1608647354,30.2775,-82.7637,0
2019-07-13 06:20:40,3348085857134311,fraud_Glover-Hansen,health_fitness,15.33,David,Johnson,F,348 Brown St,San Diego,CA,72468,41.2164,-87.1257,1423851,Doctor,1966-07-13,b6bd0f373f,1562979040,41.032,-87.3103,0
2020-08-10 01:31:25,8550521228293656,fraud_Kozey-McGlynn,entertainment,2.96,Elizabeth,Wilson,F,5348 Johnson St,San Jose,CA,10346,27.5545,-92.412,1021795,Writer,1964-08-10,7327a26e9b,1597003285,27.5742,-92.2132,0
2020-12-22 01:39:30,1081104737059502,"fraud_Haley, Jewess and Bechtelar",entertainment,35.24,Mary,Johnson,F,9606 Johnson St,Philadelphia,PA,43953,29.6979,-112.4303,1584064,Nurse,1981-12-23,b8d12bbdaa,1608581370,28.3961,-110.8521,0
2019-08-12 07:38:07,2896412032673899,fraud_Ledner-Goodwin,misc_net,126.93,Patricia,Smith,M,4506 Miller St,San Diego,CA,67178,29.6544,-118.1182,1423851,Manager,1941-08-12,3a52c8e7c7,1565575687,29.5862,-117.9971,0
2020-03-24 17:41:49,7739986158848144,fraud_Glover-Hansen,misc_net,148.41,Robert,Jones,F,1737 Brown St,San Jose,CA,16251,46.1503,-95.6166,1021795,Writer,1944-03-24,dcc578c378,1585051909,46.0968,-95.6597,0
2019-02-07 15:03:41,2310008857705192,fraud_Emard-Ullrich,gas_transport,38.99,Patricia,Brown,M,3859 Miller St,Philadelphia,PA,85346,31.0379,-72.0535,1584064,Writer,1981-02-07,d922bf898a,1549532021,30.9272,-72.1285,0
2019-06-20 10:54:15,3420775897202198,"fraud_Heller, Moore and Reinger",grocery_net,66.32,William,Williams,M,3997 Wilson St,San Jose,CA,46350,26.8523,-102.4213,1021795,Writer,1975-06-20,6dab5b16f9,1561008255,28.3626,-101.9318,0
2019-10-14 21:58:35,1129475270408433,fraud_Kozey-McGlynn,shopping_pos,18.95,Robert,Davis,F,4483 Garcia St,San Antonio,TX,13880,45.663,-106.0406,1547253,Engineer,1992-10-14,bed8817f0f,1571070515,45.8364,-105.8937,0
2019-07-15 09:44:55,3263520497714743,fraud_Nader-Gaylord,shopping_net,62.55,Elizabeth,Wilson,F,9600 Miller St,Austin,TX,72248,30.021,-87.1225,978908,Manager,1989-07-15,1ccfe5b7c2,1563164095,30.1943,-87.0298,0
2019-09-25 07:13:48,2434979156800209,fraud_Reinger Group,grocery_pos,143.82,Michael,Smith,M,9243 Brown St,Houston,TX,13101,30.9228,-101.0516,2320268,Writer,1958-09-25,4e4881c083,1569375828,30.7819,-100.9129,0
2020-12-26 13:10:33,4177786122536759,fraud_Adams-Frazier,misc_net,40.47,Elizabeth,Williams,M,1236 Williams St,Chicago,IL,20413,32.8286,-96.7623,2693012,Accountant,1983-12-27,18fc1586ec,1608968433,32.869,-96.7929,0
2019-03-08 20:28:39,9717849843481814,fraud_Kozey-McGlynn,health_fitness,11.82,Barbara,Garcia,M,4725 Garcia St,Austin,TX,40700,31.5743,-112.9835,978908,Manager,1976-03-08,904c418280,1552057119,31.5501,-113.0684,0
2019-12-04 20:40:38,7726244984194889,fraud_Kozey-McGlynn,food_dining,24.19,John,Wilson,F,2805 Miller St,Philadelphia,PA,90872,42.7134,-102.8035,1584064,Accountant,1983-12-04,ac0dd07dfc,1575472238,42.5314,-102.8327,0
2020-09-23 09:48:35,7968440734997375,"fraud_Haley, Jewess and Bechtelar",entertainment,23.38,William,Jones,F,7386 Wilson St,Dallas,TX,29734,36.333,-71.5228,1343573,Salesperson,1995-09-24,2f6a82dfa8,1600834715,36.1902,-71.5553,0
2019-04-29 08:42:57,6035813395047119,fraud_Glover-Hansen,shopping_net,119.39,Barbara,Davis,M,1471 Jones St,Chicago,IL,91844,41.2946,-70.446,2693012,Accountant,1968-04-29,9186dd8b2a,1556507577,41.4549,-70.5792,0
2020-12-05 10:18:00,1161632807247449,fraud_Cruickshank-Mills,grocery_net,168.1,David,Rodriguez,M,9613 Williams St,New York,NY,53704,38.8344,-92.5669,8336817,Developer,1969-12-06,ac71b85cd7,1607143680,38.9896,-92.6327,0
2019-12-14 00:54:51,2776296025064822,fraud_Glover-Hansen,personal_care,71.6,Mary,Wilson,F,1512 Johnson St,San Jose,CA,48824,30.3856,-108.6438,1021795,Engineer,1978-12-14,b23841e087,1576265091,30.4179,-108.819,0
2019-12-22 06:10:05,4288895851448423,"fraud_Stanton, Kihn and Kuhlman",shopping_net,11.62,Robert,Brown,F,5964 Rodriguez St,San Jose,CA,12380,30.4502,-114.4246,1021795,Engineer,1942-12-22,6cd9839bf8,1576975205,30.3255,-114.5059,0
2019-05-02 20:11:02,5948644504500048,"fraud_Heller, Moore and Reinger",travel,33.22,David,Johnson,F,2925 Johnson St,Dallas,TX,35346,39.2515,-77.4661,1343573,Doctor,1991-05-02,3a2b8b06ee,1556808062,39.3527,-77.5314,0
2019-11-17 07:07:48,1965415255578277,"fraud_Stanton, Kihn and Kuhlman",entertainment,128.39,John,Williams,F,3328 Garcia St,Houston,TX,49276,45.6698,-117.9646,2320268,Writer,1995-11-17,539f89cf98,1573954668,45.4915,-118.0012,0
2020-06-24 12:22:49,4520550831224776,fraud_Reinger Group,home,83.29,Patricia,Brown,F,5590 Garcia St,Philadelphia,PA,61407,40.8562,-106.1654,1584064,Writer,1997-06-25,35b670c01e,1592981569,40.7015,-106.1099,0
2019-12-13 22:15:16,2929544174336515,fraud_Kuhn-Goldner,health_fitness,44.26,William,Davis,F,2513 Brown St,San Jose,CA,15833,29.1813,-109.9226,1021795,Doctor,1942-12-13,e825f697c3,1576255516,29.0066,-109.7354,0
2020-10-05 12:48:18,6367362758705495,fraud_Ledner-Goodwin,misc_net,1.88,David,Johnson,F,6948 Williams St,San Diego,CA,72926,39.427,-93.5815,1423851,Artist,1970-10-06,2d0dd30932,1601882298,39.268,-93.6904,0
2019-03-12 19:40:41,2998383622435366,fraud_Bernhard Inc,misc_pos,2.14,David,Rodriguez,M,5184 Davis St,Houston,TX,46382,46.4801,-76.2509,2320268,Salesperson,1958-03-12,44694db18c,1552399841,46.5252,-76.0909,0
2020-10-09 05:45:47,4871904699867352,fraud_Kozey-McGlynn,grocery_pos,42.42,Patricia,Johnson,F,4951 Davis St,Dallas,TX,48171,26.917,-116.1659,1343573,Artist,1967-10-10,5062b917ff,1602202547,27.0973,-116.1187,0
2020-05-17 12:14:57,9722866938826205,fraud_Glover-Hansen,gas_transport,40.3,Barbara,Davis,M,2741 Johnson St,Phoenix,AZ,77648,31.5126,-70.0515,1680992,Teacher,1937-05-18,8b5efb430a,1589697897,31.603,-70.0156,0
2020-09-18 16:02:43,8025813313878269,fraud_Emard-Ullrich,grocery_pos,43.21,John,Williams,F,2723 Williams St,Phoenix,AZ,24374,25.1549,-119.6567,1680992,Doctor,1967-09-19,85e60142ec,1600425163,25.2697,-119.7844,0
2020-11-26 21:07:13,3043141711688402,fraud_Adams-Frazier,gas_transport,24.59,William,Rodriguez,F,3023 Johnson St,Philadelphia,PA,62404,30.9497,-119.8319,1584064,Doctor,1943-11-27,1ad3783687,1606405033,31.1097,-119.9803,0
2020-05-11 19:49:48,7518842433231727,fraud_Glover-Hansen,shopping_net,24.4,Jennifer,Brown,M,3018 Johnson St,San Antonio,TX,59897,46.4063,-113.8194,1547253,Accountant,1994-05-12,43d2bbbf85,1589206788,46.2991,-113.6519,0
2019-05-09 06:56:53,8280853180405869,fraud_Nader-Gaylord,kids_pets,40.18,Robert,Smith,M,3712 Davis St,Austin,TX,68192,37.8447,-94.9626,978908,Salesperson,1995-05-09,9025936cd5,1557365213,37.7571,-95.0986,0
2019-02-12 14:24:33,9807841086820455,fraud_Emard-Ullrich,entertainment,44.16,Jennifer,Rodriguez,F,677 Wilson St,Phoenix,AZ,21688,40.5978,-70.7593,1680992,Manager,1999-02-12,bcf44ff356,1549961673,40.7784,-70.8991,0
2019-08-03 03:24:36,7947523270933264,fraud_Reinger Group,shopping_net,13.46,John,Brown,M,9554 Brown St,Jacksonville,FL,39903,41.7712,-101.5415,911507,Developer,1957-08-03,d0ac54439b,1564782876,41.735,-101.4273,0
2020-06-28 03:50:35,9120061779224668,"fraud_Heller, Moore and Reinger",gas_transport,175.01,Patricia,Rodriguez,F,440 Miller St,San Jose,CA,24206,44.2471,-113.9088,1021795,Accountant,1981-06-29,4e9843340f,1593296435,44.2352,-114.0675,0
2019-03-08 19:37:01,7319889520136826,fraud_Adams-Frazier,shopping_net,11.18,Michael,Jones,M,5518 Brown St,Austin,TX,98979,30.515,-96.7089,978908,Nurse,1935-03-08,7c7d065f1a,1552054021,30.629,-96.6291,0
2020-10-21 11:25:44,3324883277110952,"fraud_Rempel, Gohan and Kertzmann",gas_transport,91.25,Barbara,Brown,M,5546 Wilson St,Philadelphia,PA,76204,41.8787,-71.9352,1584064,Manager,1948-10-21,8c94acc9bf,1603259744,41.989,-71.7867,0
2020-09-22 14:15:16,9989178373156085,fraud_Kuhn-Goldner,personal_care,105.21,John,Johnson,M,4685 Davis St,New York,NY,48585,27.1787,-108.6678,8336817,Engineer,1984-09-22,6965d77d43,1600764316,27.1155,-108.7417,0
2020-01-26 17:32:08,8626293325658710,"fraud_Stanton, Kihn and Kuhlman",grocery_pos,28.5,Jennifer,Johnson,F,2115 Garcia St,Phoenix,AZ,70796,28.9998,-83.6062,1680992,Nurse,1938-01-26,b53b164417,1580040128,28.8981,-83.5707,0
2020-05-11 23:19:53,4377331477748144,fraud_Cruickshank-Mills,entertainment,9.73,Michael,Jones,F,2419 Brown St,Houston,TX,65020,39.1908,-117.7591,2320268,Artist,1970-05-12,e408a9f998,1589219393,39.2965,-117.9038,0
2020-10-07 20:58:11,3492927196253059,fraud_Bernhard Inc,shopping_net,54.72,David,Garcia,F,9428 Garcia St,Austin,TX,14360,37.3667,-84.2171,978908,Doctor,1950-10-08,da3342e77b,1602084491,37.2475,-84.1109,0
2020-10-09 03:13:25,1752311365060932,fraud_Adams-Frazier,grocery_pos,1.1,Michael,Jones,M,5221 Jones St,Chicago,IL,42558,32.2201,-86.6339,2693012,Engineer,1954-10-10,ce707631c8,1602193405,32.4109,-86.615,0
2019-02-23 10:57:17,2932250033113900,fraud_Bauch-Goldner,entertainment,132.7,John,Rodriguez,F,5110 Johnson St,Chicago,IL,44907,44.6378,-72.3201,2693012,Engineer,1969-02-23,3d42dde238,1550899637,44.5995,-72.4479,0
2019-01-08 11:07:46,9829369521286483,fraud_Ledner-Goodwin,personal_care,19.68,Barbara,Brown,F,1814 Davis St,New York,NY,20287,30.7356,-91.2014,8336817,Doctor,1992-01-09,e2fcc164c1,1546925866,30.5595,-91.1617,0
2020-05-25 03:43:39,1605660527820701,fraud_Bernhard Inc,entertainment,78.73,Jennifer,Miller,M,8751 Wilson St,Phoenix,AZ,74430,36.5495,-77.1761,1680992,Writer,1954-05-26,cd206f9e3c,1590358419,36.361,-77.1282,0
2020-02-28 07:25:30,9236235176789955,"fraud_Stanton, Kihn and Kuhlman",entertainment,80.69,Jennifer,Smith,M,9166 Wilson St,San Jose,CA,25586,30.3771,-102.6265,1021795,Developer,1940-02-28,4f0f1ecf86,1582854930,30.5205,-102.5247,0
2019-06-06 07:54:36,3937121867779591,fraud_Reinger Group,misc_pos,6.99,Michael,Smith,F,2514 Rodriguez St,Jacksonville,FL,29189,42.3788,-97.4651,911507,Teacher,1976-06-06,e1621f08d8,1559787876,45.2019,-98.7959,0
2019-09-09 15:12:40,7716647634629550,"fraud_Rempel, Gohan and Kertzmann",shopping_pos,8.71,Barbara,Garcia,F,6331 Johnson St,Houston,TX,17420,26.4318,-90.706,2320268,Artist,1997-09-09,a0c61e426b,1568022160,26.5356,-90.8713,0
2019-09-04 18:55:31,2064458646713517,fraud_Kozey-McGlynn,gas_transport,4.77,Jennifer,Miller,M,6349 Williams St,San Jose,CA,23341,41.0911,-107.2587,1021795,Manager,1951-09-04,683872b4e9,1567603531,41.1267,-107.2247,0
2020-11-16 04:56:24,1678401093690615,fraud_Emard-Ullrich,entertainment,14.16,Robert,Smith,F,460 Brown St,San Antonio,TX,13464,29.5154,-112.1523,1547253,Teacher,1950-11-17,d02a5b6592,1605482784,29.4313,-112.1125,0
2019-12-23 21:08:51,1244968297441524,fraud_Kling-Simonis,health_fitness,14.46,William,Brown,F,3312 Rodriguez St,Dallas,TX,43857,40.9514,-83.2143,1343573,Doctor,1940-12-23,65027ee852,1577115531,40.9363,-83.2682,0
2020-12-30 09:04:35,9765626776940643,fraud_Kozey-McGlynn,grocery_net,57.7,Michael,Williams,F,2157 Jones St,Chicago,IL,95620,36.3535,-118.7166,2693012,Salesperson,1998-12-31,46d52c058d,1609299275,36.5178,-118.8359,0
2020-02-18 23:07:00,2363901314880945,fraud_Nader-Gaylord,shopping_net,13.11,William,Smith,F,8531 Smith St,San Diego,CA,80945,47.9654,-116.3186,1423851,Nurse,1991-02-18,c024e7bf24,1582047420,47.9223,-116.4129,0
2020-11-06 06:16:15,2465692029279965,fraud_Cruickshank-Mills,grocery_pos,15.62,John,Miller,M,6446 Jones St,Philadelphia,PA,63017,27.5929,-72.7833,1584064,Engineer,1950-11-07,201d8529eb,1604623575,27.6288,-72.7971,0
2019-01-29 12:08:28,4911341956205786,fraud_Kling-Simonis,entertainment,45.09,Mary,Smith,F,3677 Wilson St,Jacksonville,FL,26616,44.1619,-118.3892,911507,Nurse,1945-01-29,81f5f81762,1548743908,43.9907,-118.2224,0
2019-04-12 14:49:03,1477212252359210,fraud_Kozey-McGlynn,gas_transport,126.38,Jennifer,Brown,F,9723 Rodriguez St,San Diego,CA,60460,37.0545,-116.4332,1423851,Accountant,1962-04-12,516e5d5f2b,1555060743,37.2084,-116.3427,0
2019-05-18 16:06:34,5237283588294900,fraud_Kozey-McGlynn,grocery_net,5.54,Robert,Brown,F,6348 Johnson St,San Antonio,TX,90600,34.1431,-73.5577,1547253,Developer,1972-05-18,55bf99aa02,1558175794,34.2017,-73.4771,0
2020-01-09 03:54:13,2679533664782068,fraud_Bauch-Goldner,kids_pets,7.53,William,Davis,F,5813 Davis St,Phoenix,AZ,23857,42.1075,-108.6424,1680992,Doctor,1940-01-09,bef9796895,1578522253,42.2511,-108.5141,0
2019-01-25 23:13:31,2296984859553421,"fraud_Haley, Jewess and Bechtelar",travel,33.57,Patricia,Williams,M,8220 Wilson St,San Antonio,TX,15696,34.1574,-94.699,1547253,Salesperson,1983-01-25,344de4cc08,1548438211,34.069,-94.6384,0
2019-06-21 17:27:27,6398176939207168,"fraud_Rempel, Gohan and Kertzmann",shopping_net,1.44,David,Davis,M,897 Smith St,San Jose,CA,20875,30.8375,-116.2932,1021795,Accountant,1997-06-21,c2504f8a78,1561118247,30.6642,-116.1226,0
2019-05-03 13:33:29,4045094518201375,fraud_Nader-Gaylord,gas_transport,118.16,William,Brown,F,7632 Garcia St,Chicago,IL,18321,34.2104,-99.7534,2693012,Manager,1967-05-03,9322a4e86f,1556870609,34.2473,-99.7761,0
2019-01-09 17:03:18,7016272412301443,fraud_Emard-Ullrich,personal_care,20.09,David,Garcia,M,4957 Johnson St,Philadelphia,PA,17498,35.0101,-108.2028,1584064,Salesperson,1984-01-10,354e02e6f3,1547033598,35.1601,-108.4023,0
2020-03-22 12:25:01,7387266953545101,"fraud_Haley, Jewess and Bechtelar",shopping_net,69.33,Michael,Wilson,F,8647 Davis St,Austin,TX,67593,45.2437,-75.6363,978908,Developer,1979-03-23,5e65125ea4,1584860101,45.2798,-75.5731,0
2020-07-19 06:07:25,7079615797167767,fraud_Nader-Gaylord,travel,3.71,Elizabeth,Johnson,F,3575 Johnson St,Phoenix,AZ,30601,41.9776,-75.2798,1680992,Nurse,1971-07-20,578069bd39,1595119045,41.8171,-75.4314,0
2019-10-27 21:30:01,8808316037988961,"fraud_Stanton, Kihn and Kuhlman",home,13.67,Robert,Jones,F,7257 Wilson St,Philadelphia,PA,96750,38.8285,-95.8164,1584064,Artist,1939-10-27,77432ec009,1572192001,38.6301,-95.7864,0
2020-11-18 01:39:40,6385302011266577,"fraud_Heller, Moore and Reinger",gas_transport,38.33,Elizabeth,Garcia,F,4410 Wilson St,Philadelphia,PA,40657,36.2638,-92.357,1584064,Teacher,2001-11-19,e4bd5a1fab,1605643780,36.2436,-92.2736,0
2020-03-05 17:20:55,1872112076615501,fraud_Bauch-Goldner,kids_pets,7.97,Elizabeth,Johnson,M,890 Rodriguez St,San Jose,CA,34568,43.9663,-77.7602,1021795,Artist,1975-03-06,c816a960bc,1583409055,40.6062,-75.9775,0
2020-08-02 11:09:54,4761098496874896,fraud_Ledner-Goodwin,shopping_net,17.73,Patricia,Rodriguez,M,1543 Johnson St,Phoenix,AZ,13703,29.9167,-110.5962,1680992,Manager,1953-08-03,17bcabf658,1596346794,27.0181,-109.436,0
2019-10-18 19:26:43,8745906241330077,fraud_Kling-Simonis,kids_pets,16.41,Barbara,Davis,M,147 Miller St,San Antonio,TX,97595,45.7371,-77.8571,1547253,Doctor,1972-10-18,d9d6c23101,1571407003,45.8167,-77.6696,0
2020-05-28 19:44:18,4093409785199921,fraud_Cruickshank-Mills,food_dining,33.46,Barbara,Jones,M,5568 Brown St,San Jose,CA,60494,39.0496,-85.5937,1021795,Developer,2001-05-29,c60393667d,1590675258,38.9385,-85.4865,0
2020-10-02 00:06:39,2186279143148045,fraud_Kunde-Reinger,shopping_pos,144.02,David,Jones,M,4689 Davis St,Jacksonville,FL,47972,47.4998,-80.6287,911507,Nurse,1939-10-03,43181ca6f3,1601577399,47.5949,-80.4559,0
2020-08-25 02:33:39,7679490199616140,fraud_Adams-Frazier,kids_pets,23.55,David,Johnson,M,7712 Smith St,San Jose,CA,10946,33.4813,-107.6395,1021795,Developer,1952-08-25,9b48f9aa4b,1598303019,32.4094,-108.6834,0
2019-03-12 16:52:29,5359238114405776,"fraud_Rempel, Gohan and Kertzmann",grocery_net,115.62,Jennifer,Wilson,M,9096 Wilson St,Philadelphia,PA,31014,36.1913,-96.2982,1584064,Doctor,1962-03-12,33dcb72866,1552389749,36.2515,-96.2372,0
2020-09-11 02:13:45,2872633134657149,fraud_Bauch-Goldner,shopping_pos,17.01,Robert,Jones,M,9603 Davis St,Dallas,TX,70683,40.4388,-98.4137,1343573,Artist,1968-09-11,75f4e113bc,1599770625,40.5643,-98.5734,0
2020-04-05 06:02:07,9109053518440890,fraud_Bauch-Goldner,shopping_net,65.89,Mary,Smith,F,5541 Smith St,San Jose,CA,61769,27.8596,-71.6865,1021795,Artist,1971-04-06,9b68316e37,1586046727,25.6593,-74.5277,0
2019-01-17 11:22:27,2916511076331383,"fraud_Stanton, Kihn and Kuhlman",gas_transport,117.08,Mary,Brown,M,868 Smith St,Austin,TX,59372,35.2646,-110.9738,978908,Artist,1954-01-17,775e174c88,1547704347,35.201,-110.8238,0
2020-04-28 23:25:39,3083941909165984,"fraud_Rempel, Gohan and Kertzmann",gas_transport,21.43,Michael,Jones,F,3428 Williams St,Chicago,IL,92155,27.5638,-95.5621,2693012,Doctor,1971-04-29,4d56cc3cd8,1588096539,27.5903,-95.5223,0
2020-02-23 03:19:46,1763422376968533,fraud_Reinger Group,grocery_net,1119.38,Elizabeth,Wilson,M,3969 Garcia St,Austin,TX,24417,37.1543,-87.1761,978908,Manager,1949-02-23,611830c692,1582408186,39.9982,-84.4467,1
2020-12-05 19:44:51,2106801102174015,"fraud_Heller, Moore and Reinger",gas_transport,4.79,Mary,Garcia,M,4226 Wilson St,Houston,TX,56051,26.056,-109.1649,2320268,Accountant,1990-12-06,be80ca937a,1607177691,26.1388,-109.2204,0
2020-05-16 00:59:10,7328097794307673,fraud_Glover-Hansen,entertainment,81.91,William,Wilson,M,2119 Miller St,San Antonio,TX,96090,37.1994,-85.5644,1547253,Manager,1950-05-17,b573cd705f,1589570950,37.3207,-85.6562,0
2020-08-04 15:54:59,2019381341321422,fraud_Reinger Group,entertainment,35.18,Robert,Williams,M,477 Wilson St,Jacksonville,FL,57770,33.6843,-105.2559,911507,Teacher,1942-08-05,7d8ca86028,1596536699,31.0636,-105.739,0
2019-01-09 17:08:39,3712210645021774,fraud_Nader-Gaylord,shopping_net,28.06,Michael,Smith,M,7917 Wilson St,Jacksonville,FL,75925,45.286,-91.6102,911507,Nurse,1938-01-09,d1218310e4,1547033919,45.2063,-91.622,0
2020-10-07 12:46:08,8722994610473257,fraud_Bernhard Inc,travel,6.37,Robert,Miller,M,1163 Brown St,San Diego,CA,31306,29.6535,-92.7348,1423851,Salesperson,1953-10-08,44109e5f1c,1602054968,29.7692,-92.7906,0
